City,Stadium,Capacity,half_time_home_goals,home_shots,home_shots_target,home_post,home_corners,home_offside,home_fouls,home_yellow_cards,home_red_cards,home_booking_pts,half_time_away_goals,away_shots,away_shots_target,away_post,away_corners,away_offside,away_fouls,away_yellow_cards,away_red_cards,away_booking_pts,half_time_result,full_time_home_goals,full_time_away_goals,result,Attendance,closest_station,season,date,home_team_api_id,away_team_api_id,possession,home_team,away_team,home_possession,home_passing,home_aerials,home_shots_against,home_tackles,home_interceptions,home_dribbles,home_fouls_for,away_possession,away_passing,away_aerials,away_shots_against,away_tackles,away_interceptions,away_dribbles,away_fouls_for,station,temp (F),dew (F),humidity,wind direction,wind speed (mph),prec (in),visibility (mi),home_goal_headers,home_goal_freekicks,home_goal_volleys,home_goal_other,away_goal_headers,away_goal_freekicks,away_goal_volleys,away_goal_other,home_shoton_headers,home_shoton_freekicks,home_shoton_volleys,home_shoton_other,home_shoton_bigchance,away_shoton_headers,away_shoton_freekicks,away_shoton_volleys,away_shoton_other,away_shoton_bigchance,home_shotoff_headers,home_shotoff_freekicks,home_shotoff_volleys,home_shotoff_other,home_shotoff_bigchance,home_shotoff_bad_shot,away_shotoff_headers,away_shotoff_freekicks,away_shotoff_volleys,away_shotoff_other,away_shotoff_bigchance,away_shotoff_bad_shot,home_crosses,away_crosses
London ,Boleyn Ground ,35303.0,1,15,9,,7,,8,0,0,,0,10,10,,2,,8,0,0,,H,3,1,H,,EGLC,2010/2011,2010-11-27 15:00:00,8654.0,8528.0,<possession><value><comment>57</comment><event_incident_typefk>352</event_incident_typefk><elapsed>16</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>43</awaypos><homepos>57</homepos><n>21</n><type>special</type><id>1297884</id></value><value><comment>50</comment><event_incident_typefk>352</event_incident_typefk><elapsed>71</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>50</awaypos><homepos>50</homepos><n>77</n><type>special</type><id>1299130</id></value></possession>,West Ham,Wigan,,,,,,,,,,,,,,,,,EGLC,34.7,30.2,83.5,345.0,5.75,0.0,6.21,0,0,0,3,0,0,0,2,2,0,0,4,1,1,0,0,5,0,0,0,0,5,1,0,0,0,0,0,0,0,15,10
Wolverhampton ,Molineux Stadium ,27828.0,0,14,8,,11,,11,2,0,,0,15,9,,5,,10,3,0,,D,3,2,H,,EGWC,2010/2011,2010-11-27 15:00:00,8602.0,8472.0,<possession><value><comment>65</comment><event_incident_typefk>352</event_incident_typefk><elapsed>17</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>35</awaypos><homepos>65</homepos><n>69</n><type>special</type><id>1297899</id></value><value><comment>71</comment><event_incident_typefk>352</event_incident_typefk><elapsed>27</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>29</awaypos><homepos>71</homepos><n>102</n><type>special</type><id>1298086</id></value><value><comment>55</comment><elapsed_plus>2</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>45</awaypos><homepos>55</homepos><n>173</n><type>special</type><id>1298498</id></value><value><comment>60</comment><event_incident_typefk>352</event_incident_typefk><elapsed>61</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>40</awaypos><homepos>60</homepos><n>277</n><type>special</type><id>1298983</id></value><value><comment>53</comment><event_incident_typefk>352</event_incident_typefk><elapsed>78</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>47</awaypos><homepos>53</homepos><n>332</n><type>special</type><id>1299286</id></value><value><comment>56</comment><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>44</awaypos><homepos>56</homepos><n>394</n><type>special</type><id>1299607</id></value></possession>,Wolverhampton Wanderers,Sunderland,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,1,0,0,1,1,0,0,5,1,1,1,0,4,2,2,0,0,5,2,0,0,0,0,8,2,0,49,19
Newcastle upon Tyne ,Sports Direct Arena,52409.0,1,5,3,,6,,9,2,0,,1,17,13,,7,,11,1,0,,D,1,1,D,,EGNT,2010/2011,2010-11-28 15:00:00,10261.0,8455.0,<possession><value><comment>68</comment><event_incident_typefk>352</event_incident_typefk><elapsed>20</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>32</awaypos><homepos>68</homepos><n>66</n><type>special</type><id>1301674</id></value><value><comment>44</comment><event_incident_typefk>352</event_incident_typefk><elapsed>41</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>56</awaypos><homepos>44</homepos><n>81</n><type>special</type><id>1301810</id></value><value><comment>46</comment><event_incident_typefk>352</event_incident_typefk><elapsed>69</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>54</awaypos><homepos>46</homepos><n>181</n><type>special</type><id>1302308</id></value><value><comment>43</comment><event_incident_typefk>352</event_incident_typefk><elapsed>88</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>57</awaypos><homepos>43</homepos><n>271</n><type>special</type><id>1302551</id></value></possession>,Newcastle United,Chelsea,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,1,0,0,1,1,2,0,0,12,0,0,0,0,2,1,0,1,0,0,4,1,2,19,23
London ,White Hart Lane ,36230.0,0,20,13,,5,,6,0,0,,1,12,8,,8,,16,5,0,,A,2,1,H,,EGLC,2010/2011,2010-11-28 15:00:00,8586.0,8650.0,<possession><value><comment>55</comment><event_incident_typefk>352</event_incident_typefk><elapsed>24</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>45</awaypos><homepos>55</homepos><n>52</n><type>special</type><id>1303146</id></value><value><comment>49</comment><event_incident_typefk>352</event_incident_typefk><elapsed>56</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>51</awaypos><homepos>49</homepos><n>121</n><type>special</type><id>1303574</id></value><value><comment>52</comment><event_incident_typefk>352</event_incident_typefk><elapsed>69</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>48</awaypos><homepos>52</homepos><n>143</n><type>special</type><id>1303680</id></value><value><comment>55</comment><event_incident_typefk>352</event_incident_typefk><elapsed>72</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>45</awaypos><homepos>55</homepos><n>148</n><type>special</type><id>1303696</id></value></possession>,Tottenham,Liverpool,,,,,,,,,,,,,,,,,EGLC,33.8,24.8,69.25,25.0,7.5,0.0,6.21,0,0,0,1,0,0,0,1,0,0,2,6,0,0,0,0,4,0,0,3,1,6,1,0,1,0,0,10,0,2,10,18
London ,Emirates Stadium ,60361.0,1,15,9,,3,,7,0,0,,1,11,7,,7,,5,0,0,,D,2,1,H,,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Birmingham ,St Andrew's Stadium ,30079.0,0,13,5,,6,,14,1,0,,1,10,5,,11,,7,1,0,,A,1,1,D,,EGBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Blackburn ,Ewood Park ,31154.0,2,10,7,,8,,9,0,0,,0,10,7,,11,,11,2,0,,H,3,0,H,,EGNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Stamford Bridge ,42449.0,1,12,5,,7,,7,1,0,,0,16,7,,2,,11,4,0,,H,1,1,D,,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Manchester ,Etihad Stadium,47405.0,1,19,10,,8,,12,3,1,,0,7,2,,8,,18,2,0,,H,1,0,H,,EGCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Wigan ,DW Stadium ,25133.0,2,15,8,,5,,11,1,0,,2,11,7,,4,,10,4,0,,D,2,2,D,,EGNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Sunderland ,Stadium of Light ,48707.0,1,17,12,,9,,6,1,0,,0,8,2,,3,,8,3,0,,H,1,0,H,,EGNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
West Bromwich ,The Hawthorns ,27877.0,1,20,12,,7,,11,0,0,,0,11,7,,3,,9,5,0,,H,3,1,H,,EGBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Liverpool ,Anfield ,45276.0,2,12,7,,4,,12,0,0,,0,5,2,,3,,13,1,0,,H,3,0,H,,EGGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Birmingham ,Villa Park ,42785.0,1,6,3,,6,,8,0,0,,0,11,4,,13,,14,2,0,,H,2,1,H,,EGBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Liverpool ,Goodison Park ,40157.0,0,16,8,,9,,13,2,0,,0,5,4,,4,,18,4,0,,D,0,0,D,,EGGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Craven Cottage ,25700.0,0,14,13,,4,,14,0,0,,0,11,2,,3,,10,1,0,,D,0,0,D,,EGWU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Newcastle upon Tyne ,Sports Direct Arena,52409.0,1,8,5,,2,,19,2,0,,0,16,7,,5,,13,1,0,,H,3,1,H,,EGNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Stoke-on-Trent ,Britannia Stadium ,27740.0,0,16,5,,10,,12,0,0,,0,10,5,,4,,11,2,0,,D,0,1,A,,EGOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Boleyn Ground ,35303.0,0,13,3,,2,,10,1,0,,1,12,7,,6,,13,3,0,,A,1,3,A,,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Bolton ,Reebok Stadium ,28100.0,0,12,7,,3,,12,4,1,,0,16,11,,10,,13,3,0,,D,2,1,H,,EGNO,2010/2011,2010-12-12 15:00:00,8559.0,8655.0,<possession><value><comment>74</comment><event_incident_typefk>352</event_incident_typefk><elapsed>26</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>26</awaypos><homepos>74</homepos><n>81</n><type>special</type><id>1327150</id></value><value><comment>68</comment><event_incident_typefk>352</event_incident_typefk><elapsed>44</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>32</awaypos><homepos>68</homepos><n>132</n><type>special</type><id>1327365</id></value><value><comment>60</comment><event_incident_typefk>352</event_incident_typefk><elapsed>64</elapsed><subtype>possession</subtype><sortorder>5</sortorder><awaypos>40</awaypos><homepos>60</homepos><n>206</n><type>special</type><id>1327865</id></value><value><comment>49</comment><event_incident_typefk>352</event_incident_typefk><elapsed>85</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>51</awaypos><homepos>49</homepos><n>262</n><type>special</type><id>1328140</id></value></possession>,Bolton,Blackburn,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,1,0,2,1,3,0,3,1,0,7,0,0,0,1,1,0,1,3,0,1,4,0,1,20,43
London ,White Hart Lane ,36230.0,1,10,3,,1,,9,2,0,,0,13,7,,7,,13,2,0,,H,1,1,D,,EGLC,2010/2011,2010-12-12 15:00:00,8586.0,8455.0,<possession><value><comment>45</comment><event_incident_typefk>352</event_incident_typefk><elapsed>22</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>55</awaypos><homepos>45</homepos><n>36</n><type>special</type><id>1328856</id></value><value><comment>44</comment><event_incident_typefk>352</event_incident_typefk><elapsed>42</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>56</awaypos><homepos>44</homepos><n>39</n><type>special</type><id>1329012</id></value><value><comment>39</comment><event_incident_typefk>352</event_incident_typefk><elapsed>64</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>61</awaypos><homepos>39</homepos><n>126</n><type>special</type><id>1329331</id></value><value><comment>41</comment><event_incident_typefk>352</event_incident_typefk><elapsed>85</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>59</awaypos><homepos>41</homepos><n>208</n><type>special</type><id>1329573</id></value></possession>,Tottenham,Chelsea,,,,,,,,,,,,,,,,,EGLC,41.9,37.4,83.98,345.0,6.35,0.0,6.21,0,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,5,0,2,1,2,2,0,2,2,1,1,1,1,1,14,27
Wolverhampton ,Molineux Stadium ,27828.0,1,14,9,,7,,9,2,0,,0,3,0,,2,,15,4,0,,H,1,0,H,,EGWC,2010/2011,2010-12-12 15:00:00,8602.0,8658.0,<possession><value><comment>46</comment><event_incident_typefk>352</event_incident_typefk><elapsed>25</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>54</awaypos><homepos>46</homepos><n>65</n><type>special</type><id>1327137</id></value><value><comment>51</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>49</awaypos><homepos>51</homepos><n>110</n><type>special</type><id>1327371</id></value><value><comment>52</comment><event_incident_typefk>352</event_incident_typefk><elapsed>56</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>48</awaypos><homepos>52</homepos><n>135</n><type>special</type><id>1327716</id></value><value><comment>52</comment><elapsed_plus>4</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>48</awaypos><homepos>52</homepos><n>228</n><type>special</type><id>1328293</id></value></possession>,Wolverhampton Wanderers,Birmingham,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,3,1,0,5,0,0,0,0,0,0,3,0,0,2,0,0,1,1,1,0,0,0,27,18
Stretford ,Old Trafford ,75811.0,1,14,10,,5,,7,0,0,,0,11,6,,4,,16,4,0,,H,1,0,H,,EGCC,2010/2011,2010-12-13 15:00:00,10260.0,9825.0,<possession><value><comment>59</comment><event_incident_typefk>352</event_incident_typefk><elapsed>17</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>41</awaypos><homepos>59</homepos><n>19</n><type>special</type><id>1330680</id></value><value><comment>60</comment><event_incident_typefk>352</event_incident_typefk><elapsed>26</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>40</awaypos><homepos>60</homepos><n>38</n><type>special</type><id>1330713</id></value><value><comment>50</comment><event_incident_typefk>352</event_incident_typefk><elapsed>66</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>50</awaypos><homepos>50</homepos><n>104</n><type>special</type><id>1330915</id></value></possession>,Manchester United,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,1,0,7,0,1,0,0,3,0,0,0,1,3,2,0,0,0,1,5,0,0,11,12
Blackburn ,Ewood Park ,31154.0,0,13,5,,9,,12,2,0,,0,11,3,,4,,10,3,0,,D,1,1,D,,EGNO,2010/2011,2010-12-18 15:00:00,8655.0,8654.0,<possession><value><comment>52</comment><event_incident_typefk>352</event_incident_typefk><elapsed>28</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>48</awaypos><homepos>52</homepos><n>46</n><type>special</type><id>1334921</id></value><value><comment>56</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>44</awaypos><homepos>56</homepos><n>82</n><type>special</type><id>1335012</id></value><value><comment>56</comment><event_incident_typefk>352</event_incident_typefk><elapsed>70</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>44</awaypos><homepos>56</homepos><n>117</n><type>special</type><id>1335173</id></value><value><comment>55</comment><elapsed_plus>5</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>45</awaypos><homepos>55</homepos><n>165</n><type>special</type><id>1335227</id></value></possession>,Blackburn,West Ham,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,3,0,1,0,0,0,0,1,0,1,2,0,3,0,0,1,0,0,7,1,0,12,13
Sunderland ,Stadium of Light ,48707.0,1,13,5,,2,,6,1,0,,0,12,8,,5,,13,3,0,,H,1,0,H,,EGNT,2010/2011,2010-12-18 15:00:00,8472.0,8559.0,<possession><value><comment>50</comment><event_incident_typefk>352</event_incident_typefk><elapsed>22</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>50</awaypos><homepos>50</homepos><n>69</n><type>special</type><id>1334482</id></value><value><comment>48</comment><elapsed_plus>3</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>52</awaypos><homepos>48</homepos><n>162</n><type>special</type><id>1334575</id></value><value><comment>48</comment><event_incident_typefk>352</event_incident_typefk><elapsed>67</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>52</awaypos><homepos>48</homepos><n>258</n><type>special</type><id>1334648</id></value><value><comment>51</comment><elapsed_plus>5</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>49</awaypos><homepos>51</homepos><n>296</n><type>special</type><id>1334788</id></value></possession>,Sunderland,Bolton,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,7,1,1,1,0,3,2,2,2,0,1,1,0,2,21,32
Manchester ,Etihad Stadium,47405.0,0,25,15,,11,,8,3,1,,2,4,3,,0,,13,2,1,,A,1,2,A,,EGCC,2010/2011,2010-12-20 15:00:00,8456.0,8668.0,<possession><value><comment>53</comment><event_incident_typefk>352</event_incident_typefk><elapsed>23</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>47</awaypos><homepos>53</homepos><n>52</n><type>special</type><id>1339774</id></value><value><comment>59</comment><event_incident_typefk>352</event_incident_typefk><elapsed>43</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>41</awaypos><homepos>59</homepos><n>124</n><type>special</type><id>1339893</id></value><value><comment>67</comment><event_incident_typefk>352</event_incident_typefk><elapsed>66</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>33</awaypos><homepos>67</homepos><n>196</n><type>special</type><id>1340024</id></value><value><comment>58</comment><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>42</awaypos><homepos>58</homepos><n>273</n><type>special</type><id>1340143</id></value></possession>,Manchester City,Everton,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,1,2,1,0,21,0,0,0,0,1,0,0,0,2,10,1,0,0,0,0,0,0,0,55,10
Birmingham ,Villa Park ,42785.0,0,26,15,,8,,13,3,0,,1,13,8,,4,,11,3,1,,A,1,2,A,,EGBB,2010/2011,2010-12-26 15:00:00,10252.0,8586.0,<possession><value><comment>53</comment><event_incident_typefk>352</event_incident_typefk><elapsed>23</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>47</awaypos><homepos>53</homepos><n>155</n><type>special</type><id>1343511</id></value><value><comment>48</comment><event_incident_typefk>352</event_incident_typefk><elapsed>42</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>52</awaypos><homepos>48</homepos><n>99</n><type>special</type><id>1343559</id></value><value><comment>57</comment><event_incident_typefk>352</event_incident_typefk><elapsed>70</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>43</awaypos><homepos>57</homepos><n>239</n><type>special</type><id>1343650</id></value><value><comment>63</comment><elapsed_plus>4</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>37</awaypos><homepos>63</homepos><n>308</n><type>special</type><id>1343742</id></value></possession>,Aston Villa,Tottenham,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,2,3,0,0,13,2,0,1,0,5,1,4,0,0,7,1,0,1,1,0,3,0,0,39,4
Blackburn ,Ewood Park ,31154.0,0,12,8,,5,,12,1,0,,0,11,9,,3,,20,4,0,,D,0,2,A,,EGNO,2010/2011,2010-12-26 15:00:00,8655.0,10194.0,<possession><value><comment>54</comment><event_incident_typefk>352</event_incident_typefk><elapsed>16</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>46</awaypos><homepos>54</homepos><n>76</n><type>special</type><id>1342342</id></value><value><comment>52</comment><event_incident_typefk>352</event_incident_typefk><elapsed>32</elapsed><subtype>possession</subtype><sortorder>4</sortorder><awaypos>48</awaypos><homepos>52</homepos><n>170</n><type>special</type><id>1342552</id></value><value><comment>49</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>51</awaypos><homepos>49</homepos><n>188</n><type>special</type><id>1342785</id></value><value><comment>46</comment><event_incident_typefk>352</event_incident_typefk><elapsed>61</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>54</awaypos><homepos>46</homepos><n>336</n><type>special</type><id>1342977</id></value><value><comment>48</comment><event_incident_typefk>352</event_incident_typefk><elapsed>76</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>52</awaypos><homepos>48</homepos><n>266</n><type>special</type><id>1343158</id></value><value><comment>48</comment><elapsed_plus>4</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>52</awaypos><homepos>48</homepos><n>343</n><type>special</type><id>1343397</id></value></possession>,Blackburn,Stoke,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,2,1,0,5,2,2,0,0,5,2,0,0,0,5,0,0,1,0,0,2,2,0,27,34
Bolton ,Reebok Stadium ,28100.0,1,12,8,,5,,8,1,0,,0,15,9,,7,,8,1,0,,H,2,0,H,,EGNO,2010/2011,2010-12-26 15:00:00,8559.0,8659.0,<possession><value><comment>45</comment><event_incident_typefk>352</event_incident_typefk><elapsed>23</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>55</awaypos><homepos>45</homepos><n>62</n><type>special</type><id>1342442</id></value><value><comment>43</comment><event_incident_typefk>352</event_incident_typefk><elapsed>44</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>57</awaypos><homepos>43</homepos><n>119</n><type>special</type><id>1342725</id></value><value><comment>43</comment><event_incident_typefk>352</event_incident_typefk><elapsed>67</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>57</awaypos><homepos>43</homepos><n>192</n><type>special</type><id>1343078</id></value><value><comment>45</comment><elapsed_plus>2</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>55</awaypos><homepos>45</homepos><n>285</n><type>special</type><id>1343395</id></value></possession>,Bolton,West Bromwich Albion,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,1,1,0,4,1,0,0,0,10,0,0,0,0,5,1,0,0,1,0,5,2,0,11,19
London ,Craven Cottage ,25700.0,1,13,6,,8,,12,1,0,,2,10,7,,4,,10,1,0,,A,1,3,A,,EGWU,2010/2011,2010-12-26 15:00:00,9879.0,8654.0,<possession><value><comment>62</comment><event_incident_typefk>352</event_incident_typefk><elapsed>22</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>38</awaypos><homepos>62</homepos><n>19</n><type>special</type><id>1341945</id></value><value><comment>71</comment><event_incident_typefk>352</event_incident_typefk><elapsed>41</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>29</awaypos><homepos>71</homepos><n>17</n><type>special</type><id>1341989</id></value><value><comment>62</comment><event_incident_typefk>352</event_incident_typefk><elapsed>65</elapsed><subtype>possession</subtype><sortorder>5</sortorder><awaypos>38</awaypos><homepos>62</homepos><n>130</n><type>special</type><id>1342058</id></value><value><comment>50</comment><event_incident_typefk>352</event_incident_typefk><elapsed>85</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>50</awaypos><homepos>50</homepos><n>188</n><type>special</type><id>1342112</id></value></possession>,Fulham,West Ham,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,2,0,0,1,9,1,0,0,0,5,1,2,0,1,6,1,0,1,0,0,5,0,0,32,16
Stretford ,Old Trafford ,75811.0,1,14,10,,5,,9,0,0,,0,6,2,,3,,10,2,0,,H,2,0,H,,EGCC,2010/2011,2010-12-26 15:00:00,10260.0,8472.0,<possession><value><comment>71</comment><event_incident_typefk>352</event_incident_typefk><elapsed>23</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>29</awaypos><homepos>71</homepos><n>50</n><type>special</type><id>1342443</id></value><value><comment>64</comment><event_incident_typefk>352</event_incident_typefk><elapsed>42</elapsed><subtype>possession</subtype><sortorder>4</sortorder><awaypos>36</awaypos><homepos>64</homepos><n>79</n><type>special</type><id>1342692</id></value><value><comment>60</comment><event_incident_typefk>352</event_incident_typefk><elapsed>69</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>40</awaypos><homepos>60</homepos><n>147</n><type>special</type><id>1343085</id></value><value><comment>53</comment><event_incident_typefk>352</event_incident_typefk><elapsed>85</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>47</awaypos><homepos>53</homepos><n>171</n><type>special</type><id>1343280</id></value></possession>,Manchester United,Sunderland,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,1,0,0,0,0,6,1,0,1,0,0,3,0,1,19,17
