City,Stadium,Capacity,half_time_home_goals,home_shots,home_shots_target,home_post,home_corners,home_offside,home_fouls,home_yellow_cards,home_red_cards,home_booking_pts,half_time_away_goals,away_shots,away_shots_target,away_post,away_corners,away_offside,away_fouls,away_yellow_cards,away_red_cards,away_booking_pts,half_time_result,full_time_home_goals,full_time_away_goals,result,Attendance,closest_station,season,date,home_team_api_id,away_team_api_id,possession,home_team,away_team,home_possession,home_passing,home_aerials,home_shots_against,home_tackles,home_interceptions,home_dribbles,home_fouls_for,away_possession,away_passing,away_aerials,away_shots_against,away_tackles,away_interceptions,away_dribbles,away_fouls_for,station,temp (F),dew (F),humidity,wind direction,wind speed (mph),prec (in),visibility (mi),home_goal_headers,home_goal_freekicks,home_goal_volleys,home_goal_other,away_goal_headers,away_goal_freekicks,away_goal_volleys,away_goal_other,home_shoton_headers,home_shoton_freekicks,home_shoton_volleys,home_shoton_other,home_shoton_bigchance,away_shoton_headers,away_shoton_freekicks,away_shoton_volleys,away_shoton_other,away_shoton_bigchance,home_shotoff_headers,home_shotoff_freekicks,home_shotoff_volleys,home_shotoff_other,home_shotoff_bigchance,home_shotoff_bad_shot,away_shotoff_headers,away_shotoff_freekicks,away_shotoff_volleys,away_shotoff_other,away_shotoff_bigchance,away_shotoff_bad_shot,home_crosses,away_crosses
Newcastle upon Tyne ,Sports Direct Arena,52409.0,0,20,10,,6,,7,1,0,,2,9,6,,3,,15,5,0,,A,1,3,A,,EGNT,2010/2011,2010-12-26 15:00:00,10261.0,8456.0,<possession><value><comment>46</comment><event_incident_typefk>352</event_incident_typefk><elapsed>25</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>54</awaypos><homepos>46</homepos><n>58</n><type>special</type><id>1342470</id></value><value><comment>54</comment><event_incident_typefk>352</event_incident_typefk><elapsed>44</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>46</awaypos><homepos>54</homepos><n>104</n><type>special</type><id>1342730</id></value><value><comment>54</comment><event_incident_typefk>352</event_incident_typefk><elapsed>55</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>46</awaypos><homepos>54</homepos><n>151</n><type>special</type><id>1342933</id></value><value><comment>55</comment><elapsed_plus>4</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>45</awaypos><homepos>55</homepos><n>249</n><type>special</type><id>1343420</id></value></possession>,Newcastle United,Manchester City,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,2,4,1,0,4,1,0,0,0,3,0,4,0,1,6,1,0,0,0,0,3,0,0,38,12
Wolverhampton ,Molineux Stadium ,27828.0,0,8,4,,7,,7,1,0,,2,13,8,,3,,14,3,0,,A,1,2,A,,EGWC,2010/2011,2010-12-26 15:00:00,8602.0,8528.0,<possession><value><comment>38</comment><event_incident_typefk>352</event_incident_typefk><elapsed>25</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>62</awaypos><homepos>38</homepos><n>51</n><type>special</type><id>1342480</id></value><value><comment>46</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>54</awaypos><homepos>46</homepos><n>98</n><type>special</type><id>1342770</id></value><value><comment>52</comment><event_incident_typefk>352</event_incident_typefk><elapsed>75</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>48</awaypos><homepos>52</homepos><n>156</n><type>special</type><id>1343181</id></value><value><comment>56</comment><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>44</awaypos><homepos>56</homepos><n>181</n><type>special</type><id>1343391</id></value></possession>,Wolverhampton Wanderers,Wigan,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,1,0,0,0,4,0,1,0,0,4,0,1,0,0,3,0,0,0,1,0,5,0,0,23,5
London ,Emirates Stadium ,60361.0,1,10,8,,4,,12,2,0,,0,10,4,,6,,16,3,0,,H,3,1,H,,EGLC,2010/2011,2010-12-27 15:00:00,9825.0,8455.0,<possession><value><comment>54</comment><event_incident_typefk>352</event_incident_typefk><elapsed>25</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>46</awaypos><homepos>54</homepos><n>74</n><type>special</type><id>1343812</id></value><value><comment>61</comment><event_incident_typefk>352</event_incident_typefk><elapsed>41</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>39</awaypos><homepos>61</homepos><n>76</n><type>special</type><id>1343850</id></value><value><comment>67</comment><event_incident_typefk>352</event_incident_typefk><elapsed>66</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>33</awaypos><homepos>67</homepos><n>160</n><type>special</type><id>1343914</id></value><value><comment>61</comment><event_incident_typefk>352</event_incident_typefk><elapsed>85</elapsed><subtype>possession</subtype><sortorder>4</sortorder><awaypos>39</awaypos><homepos>61</homepos><n>221</n><type>special</type><id>1343957</id></value></possession>,Arsenal,Chelsea,,,,,,,,,,,,,,,,,EGLC,39.2,29.3,67.405,85.0,4.65,0.0,6.21,0,0,0,3,1,0,0,0,0,1,0,5,1,0,0,0,5,0,1,0,0,2,0,0,1,1,0,2,0,2,15,14
Birmingham ,St Andrew's Stadium ,30079.0,0,8,3,,4,,10,3,0,,0,10,4,,4,,11,3,0,,D,1,1,D,,EGBB,2010/2011,2010-12-28 15:00:00,8658.0,10260.0,<possession><value><comment>45</comment><event_incident_typefk>352</event_incident_typefk><elapsed>20</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>55</awaypos><homepos>45</homepos><n>76</n><type>special</type><id>1345363</id></value><value><comment>53</comment><event_incident_typefk>352</event_incident_typefk><elapsed>41</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>47</awaypos><homepos>53</homepos><n>104</n><type>special</type><id>1345408</id></value><value><comment>44</comment><event_incident_typefk>352</event_incident_typefk><elapsed>64</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>56</awaypos><homepos>44</homepos><n>134</n><type>special</type><id>1345467</id></value><value><comment>51</comment><event_incident_typefk>352</event_incident_typefk><elapsed>87</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>49</awaypos><homepos>51</homepos><n>217</n><type>special</type><id>1345511</id></value></possession>,Birmingham,Manchester United,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,4,1,3,2,1,3,0,0,2,0,0,4,0,2,19,18
Manchester ,Etihad Stadium,47405.0,3,11,8,,8,,14,1,0,,0,9,4,,6,,12,2,0,,H,4,0,H,,EGCC,2010/2011,2010-12-28 15:00:00,8456.0,10252.0,<possession><value><comment>62</comment><event_incident_typefk>352</event_incident_typefk><elapsed>23</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>38</awaypos><homepos>62</homepos><n>27</n><type>special</type><id>1344196</id></value><value><comment>66</comment><event_incident_typefk>352</event_incident_typefk><elapsed>36</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>34</awaypos><homepos>66</homepos><n>45</n><type>special</type><id>1344360</id></value><value><comment>53</comment><event_incident_typefk>352</event_incident_typefk><elapsed>61</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>47</awaypos><homepos>53</homepos><n>81</n><type>special</type><id>1344691</id></value></possession>,Manchester City,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,1,0,1,2,1,3,0,2,1,0,9,5
Stoke-on-Trent ,Britannia Stadium ,27740.0,0,14,8,,9,,8,1,0,,2,4,3,,2,,12,2,0,,A,0,2,A,,EGOS,2010/2011,2010-12-28 15:00:00,10194.0,9879.0,<possession><value><comment>45</comment><event_incident_typefk>352</event_incident_typefk><elapsed>27</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>55</awaypos><homepos>45</homepos><n>71</n><type>special</type><id>1344245</id></value><value><comment>46</comment><elapsed_plus>4</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>54</awaypos><homepos>46</homepos><n>128</n><type>special</type><id>1344505</id></value><value><comment>50</comment><event_incident_typefk>352</event_incident_typefk><elapsed>68</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>50</awaypos><homepos>50</homepos><n>183</n><type>special</type><id>1344743</id></value><value><comment>52</comment><elapsed_plus>4</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>48</awaypos><homepos>52</homepos><n>245</n><type>special</type><id>1345027</id></value></possession>,Stoke,Fulham,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,3,0,0,8,0,0,0,0,2,0,3,1,0,3,0,0,0,0,0,1,0,0,41,9
Sunderland ,Stadium of Light ,48707.0,0,32,16,,9,,6,2,0,,0,9,4,,2,,5,0,0,,D,0,2,A,,EGNT,2010/2011,2010-12-28 15:00:00,8472.0,8483.0,<possession><value><comment>43</comment><event_incident_typefk>352</event_incident_typefk><elapsed>23</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>57</awaypos><homepos>43</homepos><n>45</n><type>special</type><id>1344236</id></value><value><comment>48</comment><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>52</awaypos><homepos>48</homepos><n>102</n><type>special</type><id>1344498</id></value><value><comment>51</comment><event_incident_typefk>352</event_incident_typefk><elapsed>69</elapsed><subtype>possession</subtype><sortorder>5</sortorder><awaypos>49</awaypos><homepos>51</homepos><n>168</n><type>special</type><id>1344805</id></value><value><comment>55</comment><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>45</awaypos><homepos>55</homepos><n>215</n><type>special</type><id>1345026</id></value></possession>,Sunderland,Blackpool,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,2,0,0,9,0,0,0,0,2,0,4,0,0,12,0,0,2,0,0,3,0,0,33,10
London ,White Hart Lane ,36230.0,0,13,8,,9,,9,2,1,,0,12,8,,7,,16,4,0,,D,2,0,H,,EGLC,2010/2011,2010-12-28 15:00:00,8586.0,10261.0,<possession><value><comment>53</comment><event_incident_typefk>352</event_incident_typefk><elapsed>18</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>47</awaypos><homepos>53</homepos><n>54</n><type>special</type><id>1344164</id></value><value><comment>52</comment><event_incident_typefk>352</event_incident_typefk><elapsed>41</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>48</awaypos><homepos>52</homepos><n>128</n><type>special</type><id>1344420</id></value><value><comment>52</comment><event_incident_typefk>352</event_incident_typefk><elapsed>69</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>48</awaypos><homepos>52</homepos><n>227</n><type>special</type><id>1344772</id></value><value><comment>55</comment><event_incident_typefk>352</event_incident_typefk><elapsed>89</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>45</awaypos><homepos>55</homepos><n>287</n><type>special</type><id>1344986</id></value></possession>,Tottenham,Newcastle United,,,,,,,,,,,,,,,,,EGLC,42.8,41.0,93.3,35.0,2.9,0.0,2.015,0,0,0,2,0,0,0,0,1,1,1,6,1,2,0,0,6,0,1,0,0,5,1,0,1,0,0,3,0,0,19,22
West Bromwich ,The Hawthorns ,27877.0,1,21,11,,8,,9,1,1,,1,6,4,,5,,13,3,1,,D,1,3,A,,EGBB,2010/2011,2010-12-28 15:00:00,8659.0,8655.0,<possession><value><comment>56</comment><event_incident_typefk>352</event_incident_typefk><elapsed>21</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>44</awaypos><homepos>56</homepos><n>134</n><type>special</type><id>1344184</id></value><value><comment>60</comment><event_incident_typefk>352</event_incident_typefk><elapsed>36</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>40</awaypos><homepos>60</homepos><n>158</n><type>special</type><id>1344353</id></value><value><comment>58</comment><event_incident_typefk>352</event_incident_typefk><elapsed>63</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>42</awaypos><homepos>58</homepos><n>63</n><type>special</type><id>1344718</id></value><value><comment>61</comment><event_incident_typefk>352</event_incident_typefk><elapsed>88</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>39</awaypos><homepos>61</homepos><n>145</n><type>special</type><id>1344987</id></value></possession>,West Bromwich Albion,Blackburn,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,0,0,1,1,0,0,7,2,0,0,0,1,0,2,1,1,6,2,1,2,0,0,1,1,1,15,14
London ,Boleyn Ground ,35303.0,1,11,2,,4,,12,1,0,,1,13,5,,7,,15,0,0,,D,1,1,D,,EGLC,2010/2011,2010-12-28 15:00:00,8654.0,8668.0,<possession><value><comment>31</comment><event_incident_typefk>352</event_incident_typefk><elapsed>21</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>69</awaypos><homepos>31</homepos><n>49</n><type>special</type><id>1345111</id></value><value><comment>57</comment><event_incident_typefk>352</event_incident_typefk><elapsed>41</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>43</awaypos><homepos>57</homepos><n>101</n><type>special</type><id>1345165</id></value><value><comment>49</comment><event_incident_typefk>352</event_incident_typefk><elapsed>64</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>51</awaypos><homepos>49</homepos><n>167</n><type>special</type><id>1345230</id></value><value><comment>49</comment><event_incident_typefk>352</event_incident_typefk><elapsed>86</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>51</awaypos><homepos>49</homepos><n>228</n><type>special</type><id>1345295</id></value></possession>,West Ham,Everton,,,,,,,,,,,,,,,,,EGLC,42.8,41.0,93.3,35.0,2.9,0.0,2.015,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,3,1,3,0,0,3,1,0,2,0,3,6,0,0,13,24
London ,Stamford Bridge ,42449.0,0,12,7,,6,,12,1,0,,0,6,2,,3,,24,1,0,,D,1,0,H,,EGLC,2010/2011,2010-12-29 15:00:00,8455.0,8559.0,<possession><value><comment>61</comment><event_incident_typefk>352</event_incident_typefk><elapsed>20</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>39</awaypos><homepos>61</homepos><n>57</n><type>special</type><id>1345644</id></value><value><comment>57</comment><event_incident_typefk>352</event_incident_typefk><elapsed>42</elapsed><subtype>possession</subtype><sortorder>4</sortorder><awaypos>43</awaypos><homepos>57</homepos><n>114</n><type>special</type><id>1345843</id></value><value><comment>60</comment><event_incident_typefk>352</event_incident_typefk><elapsed>66</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>40</awaypos><homepos>60</homepos><n>148</n><type>special</type><id>1346037</id></value><value><comment>54</comment><event_incident_typefk>352</event_incident_typefk><elapsed>87</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>46</awaypos><homepos>54</homepos><n>238</n><type>special</type><id>1346209</id></value></possession>,Chelsea,Bolton,,,,,,,,,,,,,,,,,EGLC,44.6,42.8,93.35,75.0,5.8,0.0,1.055,0,0,0,1,0,0,0,0,1,0,1,5,0,1,0,0,4,0,2,2,0,3,0,3,1,0,1,4,1,0,18,17
Liverpool ,Anfield ,45276.0,0,9,5,,2,,8,1,0,,0,7,3,,8,,11,1,0,,D,0,1,A,,EGGP,2010/2011,2010-12-29 15:00:00,8650.0,8602.0,<possession><value><comment>64</comment><event_incident_typefk>352</event_incident_typefk><elapsed>22</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>36</awaypos><homepos>64</homepos><n>74</n><type>special</type><id>1345803</id></value><value><comment>57</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>43</awaypos><homepos>57</homepos><n>142</n><type>special</type><id>1345934</id></value><value><comment>54</comment><event_incident_typefk>352</event_incident_typefk><elapsed>69</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>46</awaypos><homepos>54</homepos><n>247</n><type>special</type><id>1346201</id></value><value><comment>55</comment><elapsed_plus>5</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>45</awaypos><homepos>55</homepos><n>288</n><type>special</type><id>1346325</id></value></possession>,Liverpool,Wolverhampton Wanderers,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,6,1,0,0,0,2,1,2,0,0,3,0,0,0,0,1,7,0,0,22,28
Wigan ,DW Stadium ,25133.0,1,7,5,,3,,16,1,1,,2,15,9,,4,,11,0,0,,A,2,2,D,,EGNO,2010/2011,2010-12-29 15:00:00,8528.0,9825.0,<possession><value><comment>48</comment><event_incident_typefk>352</event_incident_typefk><elapsed>23</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>52</awaypos><homepos>48</homepos><n>89</n><type>special</type><id>1345667</id></value><value><comment>42</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>58</awaypos><homepos>42</homepos><n>156</n><type>special</type><id>1345865</id></value><value><comment>47</comment><event_incident_typefk>352</event_incident_typefk><elapsed>77</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>53</awaypos><homepos>47</homepos><n>157</n><type>special</type><id>1346156</id></value></possession>,Wigan,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,1,1,0,3,0,1,0,0,6,0,0,0,0,2,0,0,2,0,1,3,0,0,23,27
Birmingham ,St Andrew's Stadium ,30079.0,0,2,1,,4,,7,3,0,,1,18,11,,5,,9,1,0,,A,0,3,A,,EGBB,2010/2011,2011-01-01 15:00:00,8658.0,9825.0,<possession><value><comment>47</comment><event_incident_typefk>352</event_incident_typefk><elapsed>22</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>53</awaypos><homepos>47</homepos><n>27</n><type>special</type><id>1347852</id></value><value><comment>48</comment><event_incident_typefk>352</event_incident_typefk><elapsed>33</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>52</awaypos><homepos>48</homepos><n>47</n><type>special</type><id>1347870</id></value><value><comment>48</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>52</awaypos><homepos>48</homepos><n>80</n><type>special</type><id>1347906</id></value><value><comment>50</comment><event_incident_typefk>352</event_incident_typefk><elapsed>59</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>50</awaypos><homepos>50</homepos><n>109</n><type>special</type><id>1347935</id></value><value><comment>48</comment><event_incident_typefk>352</event_incident_typefk><elapsed>85</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>52</awaypos><homepos>48</homepos><n>151</n><type>special</type><id>1347968</id></value></possession>,Birmingham,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,7,4,0,0,1,1,2,1,0,0,0,6,1,0,7,5
Liverpool ,Anfield ,45276.0,0,16,7,,7,,11,2,0,,1,10,4,,4,,16,2,0,,A,2,1,H,,EGGP,2010/2011,2011-01-01 15:00:00,8650.0,8559.0,<possession><value><comment>45</comment><event_incident_typefk>352</event_incident_typefk><elapsed>22</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>55</awaypos><homepos>45</homepos><n>65</n><type>special</type><id>1346777</id></value><value><comment>54</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>3</sortorder><awaypos>46</awaypos><homepos>54</homepos><n>92</n><type>special</type><id>1347116</id></value><value><comment>54</comment><event_incident_typefk>352</event_incident_typefk><elapsed>71</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>46</awaypos><homepos>54</homepos><n>134</n><type>special</type><id>1347496</id></value><value><comment>56</comment><elapsed_plus>1</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>44</awaypos><homepos>56</homepos><n>187</n><type>special</type><id>1347770</id></value></possession>,Liverpool,Bolton,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,0,1,0,0,9,0,0,0,0,6,0,3,0,2,4,1,1,2,1,0,3,0,1,22,12
Manchester ,Etihad Stadium,47405.0,1,15,4,,10,,11,0,0,,0,8,6,,4,,9,0,0,,H,1,0,H,,EGCC,2010/2011,2011-01-01 15:00:00,8456.0,8483.0,<possession><value><comment>56.61</comment><event_incident_typefk>352</event_incident_typefk><elapsed>25</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>44</awaypos><homepos>56</homepos><n>64</n><type>special</type><id>1346819</id></value><value><comment>56</comment><event_incident_typefk>352</event_incident_typefk><elapsed>44</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>44</awaypos><homepos>56</homepos><n>114</n><type>special</type><id>1347078</id></value><value><comment>45</comment><event_incident_typefk>352</event_incident_typefk><elapsed>61</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>55</awaypos><homepos>45</homepos><n>161</n><type>special</type><id>1347369</id></value><value><comment>56</comment><event_incident_typefk>352</event_incident_typefk><elapsed>89</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>44</awaypos><homepos>56</homepos><n>231</n><type>special</type><id>1347740</id></value></possession>,Manchester City,Blackpool,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,9,0,2,0,0,6,1,0,0,0,9,5,2,1,0,0,1,0,0,23,15
Stoke-on-Trent ,Britannia Stadium ,27740.0,1,7,3,,1,,14,4,0,,0,15,10,,5,,8,1,0,,H,2,0,H,,EGOS,2010/2011,2011-01-01 15:00:00,10194.0,8668.0,<possession><value><comment>36</comment><event_incident_typefk>352</event_incident_typefk><elapsed>24</elapsed><subtype>possession</subtype><sortorder>0</sortorder><awaypos>64</awaypos><homepos>36</homepos><n>31</n><type>special</type><id>1346798</id></value><value><comment>38</comment><elapsed_plus>3</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>45</elapsed><subtype>possession</subtype><sortorder>2</sortorder><awaypos>62</awaypos><homepos>38</homepos><n>144</n><type>special</type><id>1347142</id></value><value><comment>37</comment><event_incident_typefk>352</event_incident_typefk><elapsed>68</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>63</awaypos><homepos>37</homepos><n>136</n><type>special</type><id>1347451</id></value><value><comment>38</comment><elapsed_plus>5</elapsed_plus><event_incident_typefk>352</event_incident_typefk><elapsed>90</elapsed><subtype>possession</subtype><sortorder>1</sortorder><awaypos>62</awaypos><homepos>38</homepos><n>198</n><type>special</type><id>1347808</id></value></possession>,Stoke,Everton,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,6,0,1,0,1,2,1,1,4,2,1,2,0,0,10,18
